Module Department,Module Code,Module Name,Event ID,Year,Event Name,Event Type,Duration (minutes),Event Size,Timeslot,WholeClass,Online Delivery,Number of Weeks,Weeks,Room,Room type 2,Room Type 1,Building,Campus,Semester,Room Lock
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:1IHMOJY9ON,,"GEP ALFS - HP03: Equine Behaviour Case Video Workshop (Pearson, G)",Practical,50,65,Monday 12:00,TRUE,,1,34,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:1OYTNMPDML,,GEP ALFS - Midcourse feedback,Tutorial,30,65,Friday 14:00,TRUE,,1,18,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:33SG73A6QG,,GEP ALFS - Cattle Practical 2 (Langhill)/B,Practical,90,20,Friday 15:30,FALSE,,1,33,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:3RI96WA31F,,GEP ALFS - Calves 02/C (Langhill),Practical,90,20,Thursday 15:30,FALSE,,1,29,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:6EN3RIKF4X,,GEP ALFS - EBVM Practical 1/AB,Practical,110,20,Tuesday 11:00,FALSE,,1,33,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:7D1YLQBZJ8,,GEP ALFS - Pig 1 Practical (Dryden) (2.00pm start)/C,Practical,90,25,Thursday 14:00,FALSE,,1,26,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:7N9MSGMQMB,,GEP ALFS - Exotics: Reptiles/D,Practical,90,10,Wednesday 10:00,FALSE,,1,16,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:7WYXLGYIO8,,GEP ALFS - Horse 2 (Bottom Barn)/(Group B7-19 and C1-12),Practical,110,19,Tuesday 09:00,FALSE,,1,34,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:81NZEX3IC2,,GEP ALFS - ICA 2,Class Test (S2),45,60,Wednesday 09:00,TRUE,,1,35,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:8OOWQQ1662,,GEP ALFS - Dog and Cat Husbandry 4,Lecture,50,125,Monday 09:00,TRUE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:8PNX25LPTU,,GEP ALFS - EBVM Practical 1/CD,Practical,110,20,Monday 11:00,FALSE,,1,33,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:9FGF4EJ1R6,,GEP ALFS - Animal Life ICA (see separate notice for exact timings on LEARN),Class Test,170,65,Tuesday 14:00,FALSE,,1,26,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:AVP1QLAAQO,,GEP ALFS - Pig 1 Practical (Dryden) (3.30pm start)/B,Practical,90,25,Wednesday 15:30,FALSE,,1,27,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:B3XXDAAW7R,,GEP ALFS - Dog and Cat Husbandry 5,Lecture,50,65,Tuesday 16:00,TRUE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:ESGT68ORVP,,GEP ALFS - Exam Session,Lecture,50,65,Thursday 10:00,TRUE,,1,34,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:G7TSPD4GPH,,GEP ALFS - Pig 1 Practical (Dryden) (2:00pm start)/A,Practical,90,25,Wednesday 14:00,FALSE,,1,27,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:H6EP9E2PJM,,GEP ALFS - EMS process guide,Lecture,50,65,Wednesday 11:00,TRUE,,1,11,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:HIC7SKIDYO,,GEP ALFS - Exotics: Avian/C,Practical,90,11,Thursday 10:30,FALSE,,1,17,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:HKVQZA3FB4,,GEP ALFS - Exotics: Reptiles/B,Practical,90,10,Monday 14:00,FALSE,,1,18,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:IQXBH7TYTP,,GEP ALFS - Exotics: Avian/A,Practical,80,11,Monday 09:30,FALSE,,1,15,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:JAYYCK5BNW,,GEP ALFS - Cat & Dog Handling Revision Session,Practical,50,65,Thursday 11:00,TRUE,,1,10,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:K85AA9QYD1,,GEP ALFS - Horse Handling Revision Session (Bottom Barn),Practical,50,65,Thursday 12:00,TRUE,,1,10,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:LNYEC1ALKW,,GEP ALFS - EBVM Practical 2/CD,Practical,50,20,Friday 10:00,FALSE,,1,33,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08060_SS1_YR_2024/5,Animal Life & Food Safety GEP,E:WEEVL5YH2N,,GEP ALFS - EMS Drop In,Practical,30,55,Monday 12:30,TRUE,,1,16,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:5LQ8G5LWBH,Y1,GEP ALFS & Y1 ALFS1 - AW3 Animal Welfare and Emotions,Lecture,50,120,Tuesday 09:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:7YBJMCR67Y,Y1,GEP ALFS & Y1 ALFS1 - AW1 What is Animal Welfare & Why Does it Matter?,Lecture,50,120,Monday 09:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:872MRGJS8T,Y1,GEP ALFS & Y1 ALFS1 - AW2 Animal Welfare and Ethics,Lecture,50,120,Monday 10:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:9F1CK2AJFG,Y1,GEP ALFS & Y1 ALFS1 - Dog and Cat Husbandry 3,Lecture,50,120,Wednesday 10:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:BW1A5FI1IQ,Y1,GEP ALFS & Y1 ALFS1 - Dog and Cat Husbandry 2,Lecture,50,120,Wednesday 09:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:JLOLJE26LQ,Y1,GEP ALFS & Y1 ALFS1 - Dog and Cat Husbandry 1: General Dog Husbandry,Lecture,50,120,Wednesday 12:00,TRUE,,1,16,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08061_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 1",E:YAOVPP4RJR,Y1,GEP ALFS & Y1 ALFS1 - AW4 Animal Welfare and Cognition,Lecture,50,120,Tuesday 10:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:2P77XWN11R,Y2,GEP ALFS & Y2 ALFS2 - Exotics 04 Rodents,Lecture,50,182,Friday 12:00,TRUE,,1,10,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:2WTVPDZYQX,Y2,GEP ALFS & Y2 ALFS2 - Other Farmed Animals 2,Lecture,50,182,Tuesday 11:00,TRUE,,1,12,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:52COUZZZP8,Y2,GEP ALFS & Y2 ALFS2 - Principles of Nutrition 3 (J. Houdijk),Lecture,50,182,Friday 11:00,TRUE,,1,12,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:8A3QPZSU7D,Y2,GEP ALFS & Y2 ALFS2 - Poultry 2 (M Balfour),Lecture,50,182,Monday 11:00,TRUE,,1,13,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:ALL1YG9R1Z,Y2,GEP ALFS & Y2 ALFS2 - Principles of Nutrition 6 (J. Houdijk),Lecture,50,182,Monday 12:00,TRUE,,1,14,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:FOXHP6OKGN,Y2,GEP ALFS & Y2 ALFS2 - Other Farmed Animals 3,Lecture,50,182,Tuesday 12:00,TRUE,,1,12,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:GAM9HO3TC5,Y2,GEP ALFS & Y2 ALFS2 - Pig Husbandry 2 (E. Baxter),Lecture,50,182,Friday 10:00,TRUE,,1,14,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:PEGRXCLAIS,Y2,GEP ALFS & Y2 ALFS2 - Exotics 02 Raptors,Lecture,50,182,Monday 15:00,TRUE,,1,10,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:Q15OW3O747,Y2,GEP ALFS & Y2 ALFS2 - Exotics 01 Parrots,Lecture,50,182,Monday 14:00,TRUE,,1,10,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:Q82VVPFQ8F,Y2,GEP ALFS & Y2 ALFS2 - Principles of Nutrition 8 (J. Houdijk),Lecture,50,182,Tuesday 15:00,TRUE,,1,15,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:RQG886ZSA1,Y2,"GEP ALFS & Y2 ALFS2 - Exotics 05 Ferrets, African Pygmy Hedgehog & Sugar Glider",Lecture,50,182,Friday 14:00,TRUE,,1,10,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08060_SS1_YR_2024/5, BVMS08062_SS1_YR_2024/5","Animal Life & Food Safety GEP, Animal Life & Food Safety 2",E:V8QZBCCGPR,Y2,GEP ALFS & Y2 ALFS2 - Dog and Cat 1 (Nutrition),Lecture,50,182,Thursday 12:00,TRUE,,1,17,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,410,6,Monday 10:00,TRUE,,1,12,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00001,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,410,6,Tuesday 10:00,TRUE,,1,12,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00002,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,410,6,Wednesday 10:00,TRUE,,1,12,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00003,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,470,6,Thursday 09:00,TRUE,,1,12,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00004,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,290,6,Friday 10:00,TRUE,,1,12,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00005,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,410,6,Monday 09:00,TRUE,,1,13,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00009,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,410,6,Tuesday 09:00,TRUE,,1,14,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00010,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,350,6,Wednesday 11:00,TRUE,,1,14,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VESC11245_SS1_SEM1_2024/5,Animal models and genomic modification for One Health Models of Disease,E:3YB6B3NCH1-00013,PG,PG Animal Models and Genetic Modification - Lecture,Lecture,350,6,Thursday 10:00,TRUE,,1,15,0728_01_1.46,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:17Q6ONW6SK,PG,PG Animal Welfare Applications - Poster Presentation,Practical,350,30,Thursday 09:00,TRUE,,1,33,0728_00_G.02,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:BHHJBJ2EGX,PG,PG Animal Welfare Applications - Lecture,Lecture,150,30,Thursday 10:00,TRUE,,1,28,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:EFL7S3D1XE,PG,PG Animal Welfare Applications - Lecture,Lecture,150,30,Wednesday 10:00,TRUE,,1,29,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:PGZROJ9VF8,PG,PG Animal Welfare Applications - Lecture,Lecture,170,30,Tuesday 10:00,TRUE,,1,26,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:PGZROJ9VF8-00001,PG,PG Animal Welfare Applications - Lecture,Lecture,140,30,Tuesday 13:00,TRUE,,1,26,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:PGZROJ9VF8-00002,PG,PG Animal Welfare Applications - Lecture,Lecture,120,30,Thursday 13:00,TRUE,,1,26,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:PGZROJ9VF8-00004,PG,PG Animal Welfare Applications - Lecture,Lecture,140,30,Wednesday 13:00,TRUE,,1,27,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:PGZROJ9VF8-00006,PG,PG Animal Welfare Applications - Lecture,Lecture,230,30,Tuesday 09:00,TRUE,,1,28,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11051_SV1_SB3_2024/5,Animal Welfare Applications,E:PGZROJ9VF8-00020,PG,PG Animal Welfare Applications - Lecture,Lecture,120,30,Wednesday 14:30,TRUE,,1,35,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:FLPR72J66E,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Oral Presentations,Oral Presentation,230,30,Friday 13:00,TRUE,,1,19,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:PQ9LSGI6TP,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Course 6 Dissertation Lecture,Lecture,170,30,Wednesday 10:00,TRUE,,1,11,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:PQ9LSGI6TP-00001,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Lecture,Lecture,120,30,Thursday 10:30,TRUE,,1,26,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:PQ9LSGI6TP-00002,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Lecture,Lecture,110,30,Thursday 15:00,TRUE,,1,26,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:WAJZYVNQZG,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Practice Presentations,Oral Presentation,410,30,Monday 09:00,TRUE,,1,36,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:WAJZYVNQZG-00001,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Practice Presentations,Oral Presentation,410,30,Tuesday 09:00,TRUE,,1,36,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,AWAB11049_SV1_SB5+_2024/5,Applied Animal Behaviour & Welfare Dissertation,E:WAJZYVNQZG-00002,PG,PG Applied Animal Behaviour & Animal Welfare Dissertation - Oral Presentations,Oral Presentation,470,30,Thursday 09:00,TRUE,,1,36,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
