Module,Event,Time,Day
Landscape Architecture Techniques 2A,Tutorial,09:00,Tuesday
Landscape architecture design: Context and Grounding,Tutorial,09:00,Tuesday
Molecular Genetics 3,Practical,09:00,Tuesday
Planning for a start-up,Tutorial,09:00,Tuesday
The Animal Body (1),Lecture,09:00,Tuesday
The Animal Body (1),Practical,09:00,Tuesday
The Animal Body (3),Practical,09:00,Tuesday
Integrated Clinical Course: Farm Animal,Practical,09:00,Tuesday
Veterinary Public Health,Practical,09:00,Tuesday
Introduction to Gaelic Language and Culture,Tutorial,09:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,09:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,09:00,Tuesday
Responsible Management of Digital Innovation,Tutorial,09:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,09:00,Tuesday
Professional Development Programme,Practical,09:00,Tuesday
Curriculum Plus 1 (Primary Specialisms),Tutorial,09:00,Tuesday
Russian Language 2A,Tutorial,09:00,Tuesday
Themes in Modern European History,Tutorial,09:00,Tuesday
Property Law (Ordinary),Tutorial,09:00,Tuesday
Whole body health 1,Tutorial,09:00,Tuesday
Whole body health 1,Practical,09:00,Tuesday
Whole Body Health 2,Tutorial,09:00,Tuesday
Whole Body Health 2,Lecture,09:00,Tuesday
Year 4 - Process of Care 1,Workshop,09:00,Tuesday
Year 4 - Process of Care 1,Practical,09:00,Tuesday
Year 5 - Process of Care 2,Workshop,09:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,09:00,Tuesday
Introductory Dynamics,Lecture,09:00,Tuesday
Comparative Politics in a Globalized World,Tutorial,09:00,Tuesday
Sustainable Development 1a: Introducing Sustainable Development,Tutorial,09:00,Tuesday
Clinical Psychology 1,Tutorial,09:00,Tuesday
Clinical Psychology 2,Tutorial,09:00,Tuesday
Performance Costume 2A: Costume and Set Design for Performance,Workshop,09:00,Tuesday
Neurodegeneration and Regeneration,Lecture,09:00,Tuesday
"International Development, Aid and Humanitarianism",Tutorial,09:00,Tuesday
Biology 1A: Variation,Practical,09:00,Tuesday
Biology 2B: Genetics and Evolution,Workshop,09:00,Tuesday
Professional & Clinical Skills GEP,Practical,09:00,Tuesday
Laboratory Techniques 1 Chemistry PGT,Workshop,09:00,Tuesday
Translation Studies 1,Tutorial,09:00,Tuesday
Film and TV 1A: Introduction to Film-making,Workshop,09:00,Tuesday
Film and TV 2B: Visual Aesthetics in Cinema,Tutorial,09:00,Tuesday
Religion in Modern Britain,Tutorial,09:00,Tuesday
"Mathematics, Statistics and Econometrics",Tutorial,09:00,Tuesday
Scottish Literature 2A,Tutorial,09:00,Tuesday
Computer Security,Tutorial,09:00,Tuesday
Introduction to Databases,Lecture,09:00,Tuesday
Jurisprudence,Tutorial,09:00,Tuesday
Introduction to Partial Differential Equations,Lecture,09:00,Tuesday
Understanding the Person: Life Sciences and Nursing Care 1,Practical,09:00,Tuesday
Population Genetics,Tutorial,09:00,Tuesday
Particle Physics,Workshop,09:00,Tuesday
Radiation Processes in Astrophysics,Tutorial,09:00,Tuesday
International Political Economy,Tutorial,09:00,Tuesday
Big Data and Psychological Science,Lecture,09:00,Tuesday
MA Documentary Film Development,Workshop,09:00,Tuesday
Philosophy of Science 1,Lecture,09:00,Tuesday
Economic Principles,Tutorial,09:00,Tuesday
Professional & Clinical Skills (3),Practical,09:00,Tuesday
The Nature of Geographical Knowledge,Tutorial,09:00,Tuesday
Emergency Medicine,Tutorial,09:00,Tuesday
Animation 2A: Character,Workshop,09:00,Tuesday
International Economics,Tutorial,09:00,Tuesday
Introduction to Quantum Computing,Tutorial,09:00,Tuesday
Architectural Design: Explorations,Tutorial,09:00,Tuesday
Applied Human Osteology,Tutorial,09:00,Tuesday
Scientific Frontiers of Medicine,Lecture,09:00,Tuesday
Gametes and Gonads,Lecture,09:00,Tuesday
Professional Development (MBA),Tutorial,09:00,Tuesday
Fashion Design 4a: Graduate Collection - Research and Design,Lecture,09:00,Tuesday
Fashion Design 4a: Graduate Collection - Research and Design,Workshop,09:00,Tuesday
Performance Costume 3A: Costume in Action,Tutorial,09:00,Tuesday
Performance Costume Graduate Design 4A,Tutorial,09:00,Tuesday
Social Work: Making A Difference,Workshop,09:00,Tuesday
"Working with Risk, trust and Complexity (PG)",Workshop,09:00,Tuesday
Animal Diversity and Evolution 3,Practical,09:00,Tuesday
Reproductive Cancers,Tutorial,09:00,Tuesday
Mapping Health and Illness Across Societies,Tutorial,09:00,Tuesday
Contemporary Issues in Health and Wellbeing,Tutorial,09:00,Tuesday
History and Theory of Conservation,Lecture,09:00,Tuesday
Art Practice 4,Tutorial,09:00,Tuesday
Practical Skills in Biochemistry A,Lecture,09:00,Tuesday
Outdoor and Environmental Education Praxis,Workshop,09:00,Tuesday
Fundamentals of Algebra and Calculus,Workshop,09:00,Tuesday
Programming Languages for HPC,Practical,09:00,Tuesday
Chinese Politics,Lecture,09:00,Tuesday
Experimental Immunology,Tutorial,09:00,Tuesday
Mathematical Education,Lecture,09:00,Tuesday
Spanish 4Hons - Language Paper 2 - Translation,Tutorial,09:00,Tuesday
Introduction to Models of Disease - Bioscience and Ethics,Lecture,09:00,Tuesday
Psychological Research Methods: Data Management and Analysis,Lecture,09:00,Tuesday
Research Skills in Health Sciences,Lecture,09:00,Tuesday
PGDE Secondary Curriculum and Pedagogy,Workshop,10:00,Tuesday
Accounting for Business 1,Tutorial,10:00,Tuesday
Advanced Financial Accounting,Tutorial,10:00,Tuesday
Landscape Architecture Techniques 2A,Tutorial,10:00,Tuesday
Landscape architecture design: Context and Grounding,Tutorial,10:00,Tuesday
Molecular Genetics 3,Lecture,10:00,Tuesday
Anatomy of the head and neck,Practical,10:00,Tuesday
Organisational Behaviour 2,Tutorial,10:00,Tuesday
Business Research Methods I: Introduction to Data Analysis,Tutorial,10:00,Tuesday
Planning for a start-up,Tutorial,10:00,Tuesday
The Animal Body (1),Practical,10:00,Tuesday
Professional & Clinical Skills 2,Practical,10:00,Tuesday
Animal Life & Food Safety 1,Practical,10:00,Tuesday
The Animal Body 2 (GEP),Lecture,10:00,Tuesday
Clinical Foundation Course (Yr 3),Practical,10:00,Tuesday
Integrated Clinical Course: Farm Animal,Lecture,10:00,Tuesday
Professional & Clinical Skills 4,Practical,10:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,10:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,10:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,10:00,Tuesday
Professional Development Programme,Practical,10:00,Tuesday
Social Theory and Outdoor Education,Workshop,10:00,Tuesday
Themes in Modern European History,Tutorial,10:00,Tuesday
Professional Skills and Responsibility,Lecture,10:00,Tuesday
Whole body health 1,Tutorial,10:00,Tuesday
Whole Body Health 2,Tutorial,10:00,Tuesday
Whole Body Health 2,Lecture,10:00,Tuesday
Year 4 - Process of Care 1,Tutorial,10:00,Tuesday
Year 4 - Process of Care 1,Practical,10:00,Tuesday
Year 5 - Process of Care 2,Tutorial,10:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,10:00,Tuesday
Life Sciences and Nursing Care,Practical,10:00,Tuesday
Introductory Dynamics,Tutorial,10:00,Tuesday
Comparative Politics in a Globalized World,Tutorial,10:00,Tuesday
Clinical Psychology 1,Tutorial,10:00,Tuesday
Clinical Psychology 2,Tutorial,10:00,Tuesday
Biology 1A: Variation,Practical,10:00,Tuesday
Biology 2B: Genetics and Evolution,Practical,10:00,Tuesday
Mechanisms of Brain Development 3,Lecture,10:00,Tuesday
Film and TV 1A: Introduction to Film-making,Workshop,10:00,Tuesday
Film and TV 2B: Visual Aesthetics in Cinema,Tutorial,10:00,Tuesday
"Mathematics, Statistics and Econometrics",Lecture,10:00,Tuesday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,10:00,Tuesday
Jurisprudence,Tutorial,10:00,Tuesday
Understanding the Person: Life Sciences and Nursing Care 1,Practical,10:00,Tuesday
Population Genetics,Tutorial,10:00,Tuesday
International Political Economy,Tutorial,10:00,Tuesday
Animal models and genomic modification for One Health Models of Disease,Lecture,10:00,Tuesday
Contract and Unjustified Enrichment,Tutorial,10:00,Tuesday
Philosophy of Science 1,Tutorial,10:00,Tuesday
Astrophysics: Stars and Planets,Lecture,10:00,Tuesday
Quantum Field Theory,Lecture,10:00,Tuesday
Professional & Clinical Skills (3),Tutorial,10:00,Tuesday
Anatomy of the limbs,Practical,10:00,Tuesday
International Economics,Lecture,10:00,Tuesday
Algorithms and Data Structures,Tutorial,10:00,Tuesday
Introduction to Quantum Computing,Tutorial,10:00,Tuesday
Architectural Design: Explorations,Tutorial,10:00,Tuesday
Scientific Frontiers of Medicine,Lecture,10:00,Tuesday
Gametes and Gonads,Lecture,10:00,Tuesday
Introduction to Corporate Finance,Tutorial,10:00,Tuesday
Primary Care,Lecture,10:00,Tuesday
Biology 1B: Life,Workshop,10:00,Tuesday
Performance Costume 3A: Costume in Action,Workshop,10:00,Tuesday
Performance Costume Graduate Design 4A,Tutorial,10:00,Tuesday
Fundamentals of Data Management,Lecture,10:00,Tuesday
Emotions: social and neuroscience perspectives,Lecture,10:00,Tuesday
Palaeontology and Sedimentology,Lecture,10:00,Tuesday
Animal Diversity and Evolution 3,Lecture,10:00,Tuesday
Invitation to Sociology,Tutorial,10:00,Tuesday
Accountancy 1A,Tutorial,10:00,Tuesday
Reproductive Cancers,Lecture,10:00,Tuesday
Applied Stochastic Differential Equations,Lecture,10:00,Tuesday
Differential Geometry,Lecture,10:00,Tuesday
Neurodevelopmental Disorders,Lecture,10:00,Tuesday
Mapping Health and Illness Across Societies,Lecture,10:00,Tuesday
Understanding Economies (MBA),Tutorial,10:00,Tuesday
Place-Based Education and Outdoor Learning in the City.,Workshop,10:00,Tuesday
French 2 Literature and Culture,Tutorial,10:00,Tuesday
Film Medicine,Tutorial,10:00,Tuesday
Human Rights and Social Justice: social work and the law,Lecture,10:00,Tuesday
Chinese Politics,Tutorial,10:00,Tuesday
Trauma in Society,Tutorial,10:00,Tuesday
Experimental Immunology,Tutorial,10:00,Tuesday
Tools for Synthetic Biology,Practical,10:00,Tuesday
Introduction to Business Analytics,Tutorial,10:00,Tuesday
Principles of Industrial Biotechnology,Practical,10:00,Tuesday
Host-pathogen interactions in Infectious Disease,Lecture,10:00,Tuesday
General Neuroscience,Practical,10:00,Tuesday
Applied Animal Behaviour & Welfare Dissertation,Lecture,10:00,Tuesday
Quantitative Data Analysis with SPSS,Workshop,10:00,Tuesday
Landscape Architecture Techniques 2A,Tutorial,11:00,Tuesday
Landscape architecture design: Context and Grounding,Tutorial,11:00,Tuesday
Molecular Genetics 3,Tutorial,11:00,Tuesday
Anatomy of the head and neck,Practical,11:00,Tuesday
Organisational Behaviour 2,Tutorial,11:00,Tuesday
Planning for a start-up,Tutorial,11:00,Tuesday
The Animal Body (1),Tutorial,11:00,Tuesday
The Animal Body (1),Practical,11:00,Tuesday
The Animal Body (3),Practical,11:00,Tuesday
The Animal Body 2 (GEP),Lecture,11:00,Tuesday
Clinical Foundation Course (Yr 3),Practical,11:00,Tuesday
Integrated Clinical Course: Farm Animal,Practical,11:00,Tuesday
Professional & Clinical Skills 4,Practical,11:00,Tuesday
Concepts in Medicinal and Biological Chemistry PGT,Lecture,11:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,11:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,11:00,Tuesday
Responsible Management of Digital Innovation,Tutorial,11:00,Tuesday
Macroeconomics 1,Lecture,11:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,11:00,Tuesday
Health and Wellbeing 1,Lecture,11:00,Tuesday
Curriculum Plus 1 (Primary Specialisms),Tutorial,11:00,Tuesday
Social Theory and Outdoor Education,Workshop,11:00,Tuesday
Themes in Modern European History,Tutorial,11:00,Tuesday
Family Law (Ordinary),Tutorial,11:00,Tuesday
Property Law (Ordinary),Tutorial,11:00,Tuesday
Whole body health 1,Tutorial,11:00,Tuesday
Whole body health 1,Lecture,11:00,Tuesday
Whole Body Health 2,Lecture,11:00,Tuesday
Year 4 - Process of Care 1,Tutorial,11:00,Tuesday
Year 4 - Process of Care 1,Workshop,11:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,11:00,Tuesday
Life Sciences and Nursing Care,Practical,11:00,Tuesday
Morality and Value,Tutorial,11:00,Tuesday
Introductory Dynamics,Lecture,11:00,Tuesday
Politics in a Changing World: An Introduction for non-specialists,Tutorial,11:00,Tuesday
Politics and International Relations 1A: Concepts and Debates,Tutorial,11:00,Tuesday
Europe and International Migration,Lecture,11:00,Tuesday
Sustainable Development 1a: Introducing Sustainable Development,Tutorial,11:00,Tuesday
Human Genetics and Molecular Medicine,Lecture,11:00,Tuesday
Clinical Psychology 1,Tutorial,11:00,Tuesday
Clinical Psychology 2,Tutorial,11:00,Tuesday
Performance Costume 2A: Costume and Set Design for Performance,Workshop,11:00,Tuesday
"Th2 in Immunity, Allergy and Health",Lecture,11:00,Tuesday
"International Development, Aid and Humanitarianism",Tutorial,11:00,Tuesday
Interior Design 3C: Externality,Lecture,11:00,Tuesday
Biology 1A: Variation,Workshop,11:00,Tuesday
Biology 2B: Genetics and Evolution,Practical,11:00,Tuesday
TESOL Methodology,Workshop,11:00,Tuesday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,11:00,Tuesday
Understanding the Person: Life Sciences and Nursing Care 1,Practical,11:00,Tuesday
Radiation Processes in Astrophysics,Tutorial,11:00,Tuesday
International Political Economy,Tutorial,11:00,Tuesday
Animal models and genomic modification for One Health Models of Disease,Lecture,11:00,Tuesday
Concepts in Analytical Chemistry PGT,Lecture,11:00,Tuesday
Creating Edinburgh: The Interdisciplinary City,Tutorial,11:00,Tuesday
Contract and Unjustified Enrichment,Tutorial,11:00,Tuesday
Philosophy of Science 1,Tutorial,11:00,Tuesday
Social Psychology of Groups,Lecture,11:00,Tuesday
Econometrics 1,Tutorial,11:00,Tuesday
Elements of Programming Languages,Lecture,11:00,Tuesday
Quantum Field Theory,Lecture,11:00,Tuesday
Immunology 3,Practical,11:00,Tuesday
Fundamental Methods in Geography,Practical,11:00,Tuesday
The Nature of Geographical Knowledge,Tutorial,11:00,Tuesday
Public Law and Individual Rights,Tutorial,11:00,Tuesday
Emergency Medicine,Tutorial,11:00,Tuesday
International Economics,Tutorial,11:00,Tuesday
Introduction to Quantum Computing,Lecture,11:00,Tuesday
Musical Acoustics,Tutorial,11:00,Tuesday
Building Analysis,Lecture,11:00,Tuesday
Scientific Frontiers of Medicine,Lecture,11:00,Tuesday
Professional Development (MBA),Tutorial,11:00,Tuesday
Making and Conceptualising Curriculum,Lecture,11:00,Tuesday
Primary Care,Lecture,11:00,Tuesday
Performance Costume Graduate Design 4A,Workshop,11:00,Tuesday
"What is Health?: Society, Culture and Health 1",Lecture,11:00,Tuesday
Accountancy 2A,Tutorial,11:00,Tuesday
"Languages, Society and Education",Workshop,11:00,Tuesday
Primary Studies 1: The Nature of Knowledge,Lecture,11:00,Tuesday
Molecular Microbiology 3,Practical,11:00,Tuesday
Accountancy 1A,Tutorial,11:00,Tuesday
Student Research Component (Foundation Skills),Practical,11:00,Tuesday
Applied Stochastic Differential Equations,Lecture,11:00,Tuesday
Astrobiology Theory,Workshop,11:00,Tuesday
Contemporary Issues in Health and Wellbeing,Tutorial,11:00,Tuesday
Animal Cognition and Consciousness,Lecture,11:00,Tuesday
Animal Cognition and Consciousness,Practical,11:00,Tuesday
Place-Based Education and Outdoor Learning in the City.,Workshop,11:00,Tuesday
Outdoor and Environmental Education Praxis,Workshop,11:00,Tuesday
Film Medicine,Tutorial,11:00,Tuesday
PGDE Secondary Professional Studies,Tutorial,11:00,Tuesday
Experimental Immunology,Tutorial,11:00,Tuesday
Tools for Synthetic Biology,Practical,11:00,Tuesday
Introduction to Statistics,Lecture,11:00,Tuesday
Anthropology in Practice,Lecture,11:00,Tuesday
Assessment & Formulation in Psychological Practice,Lecture,11:00,Tuesday
Landscape architecture design: Context and Grounding,Lecture,12:00,Tuesday
Anatomy of the head and neck,Workshop,12:00,Tuesday
Organisational Behaviour 2,Tutorial,12:00,Tuesday
Psychological Well-being and Business,Tutorial,12:00,Tuesday
Planning for a start-up,Tutorial,12:00,Tuesday
The Animal Body (1),Practical,12:00,Tuesday
Professional & Clinical Skills (1),Workshop,12:00,Tuesday
Professional & Clinical Skills 2,Practical,12:00,Tuesday
Clinical Foundation Course (Yr 3),Practical,12:00,Tuesday
Veterinary Public Health,Practical,12:00,Tuesday
Professional & Clinical Skills 4,Lecture,12:00,Tuesday
Professional & Clinical Skills 4,Workshop,12:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,12:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,12:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,12:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,12:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,12:00,Tuesday
Physical Education and Curriculum and Pedagogy 4: Aims and Concepts,Workshop,12:00,Tuesday
Curriculum Plus 1 (Primary Specialisms),Tutorial,12:00,Tuesday
Social Theory and Outdoor Education,Workshop,12:00,Tuesday
The Historian's Toolkit,Tutorial,12:00,Tuesday
Themes in Modern European History,Tutorial,12:00,Tuesday
Introduction to Historiography,Tutorial,12:00,Tuesday
Family Law (Ordinary),Tutorial,12:00,Tuesday
Property Law (Ordinary),Tutorial,12:00,Tuesday
Whole Body Health 2,Tutorial,12:00,Tuesday
Whole Body Health 2,Lecture,12:00,Tuesday
Year 4 - Process of Care 1,Tutorial,12:00,Tuesday
Year 4 - Process of Care 1,Practical,12:00,Tuesday
Year 5 - Process of Care 2,Tutorial,12:00,Tuesday
Year 6 - Preparation for Practice,Workshop,12:00,Tuesday
Mental Health: Life Sciences and Nursing Care 2,Practical,12:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,12:00,Tuesday
Life Sciences and Nursing Care,Practical,12:00,Tuesday
Research Skills in the Social Sciences: Data Collection,Workshop,12:00,Tuesday
Morality and Value,Tutorial,12:00,Tuesday
Comparative Politics in a Globalized World,Tutorial,12:00,Tuesday
Politics and International Relations 1A: Concepts and Debates,Tutorial,12:00,Tuesday
Introduction to Social Anthropology,Tutorial,12:00,Tuesday
Human Genetics and Molecular Medicine,Lecture,12:00,Tuesday
Clinical Psychology 1,Tutorial,12:00,Tuesday
Clinical Psychology 2,Tutorial,12:00,Tuesday
Performance Costume 2A: Costume and Set Design for Performance,Workshop,12:00,Tuesday
"Th2 in Immunity, Allergy and Health",Lecture,12:00,Tuesday
Biology 1A: Variation,Workshop,12:00,Tuesday
Biology 2B: Genetics and Evolution,Workshop,12:00,Tuesday
Biology 2B: Genetics and Evolution,Practical,12:00,Tuesday
Professional & Clinical Skills GEP,Lecture,12:00,Tuesday
Professional & Clinical Skills GEP,Practical,12:00,Tuesday
Laboratory Techniques 1 Chemistry PGT,Workshop,12:00,Tuesday
Strategic Marketing (MBA),Tutorial,12:00,Tuesday
Film and TV 2B: Visual Aesthetics in Cinema,Workshop,12:00,Tuesday
Religion in Modern Britain,Tutorial,12:00,Tuesday
Language and the Learner,Workshop,12:00,Tuesday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,12:00,Tuesday
Jurisprudence,Tutorial,12:00,Tuesday
Radiation Processes in Astrophysics,Lecture,12:00,Tuesday
International Political Economy,Tutorial,12:00,Tuesday
Animal models and genomic modification for One Health Models of Disease,Lecture,12:00,Tuesday
MA Documentary Film Development,Workshop,12:00,Tuesday
Creating Edinburgh: The Interdisciplinary City,Tutorial,12:00,Tuesday
Contract and Unjustified Enrichment,Tutorial,12:00,Tuesday
Philosophy of Science 1,Tutorial,12:00,Tuesday
Introduction to Linear Algebra,Workshop,12:00,Tuesday
Anatomy of the limbs,Practical,12:00,Tuesday
Performance Costume 4C: Design Presentation,Workshop,12:00,Tuesday
"Patriarchs, Prophets and Poets: History, Theology and Literature of the Hebrew Bible",Tutorial,12:00,Tuesday
International Economics,Tutorial,12:00,Tuesday
Introduction to Quantum Computing,Lecture,12:00,Tuesday
"Induction: Analogy, Learning, and Generalisation in Humans and Machines",Lecture,12:00,Tuesday
Landscape Architecture Design 2A,Tutorial,12:00,Tuesday
Building Analysis,Lecture,12:00,Tuesday
Introduction to Applied Animal Behaviour and Animal Welfare,Lecture,12:00,Tuesday
Structures and Functions of Proteins 3,Lecture,12:00,Tuesday
Scientific Frontiers of Medicine,Lecture,12:00,Tuesday
Surgical Science,Lecture,12:00,Tuesday
Common Mental Health Presentations,Lecture,12:00,Tuesday
Fashion Design 4a: Graduate Collection - Research and Design,Workshop,12:00,Tuesday
Financial Services and Related Skills,Workshop,12:00,Tuesday
Cancer Biology and Medicine,Practical,12:00,Tuesday
Animal Life & Food Safety 2,Lecture,12:00,Tuesday
Molecular and Cellular Immunology,Tutorial,12:00,Tuesday
Biology 1B: Life,Lecture,12:00,Tuesday
Performance Costume 3A: Costume in Action,Workshop,12:00,Tuesday
Accelerated Proofs and Problem Solving,Lecture,12:00,Tuesday
"Fashion 4B: Garment Technology, Prototype & Manufacture",Workshop,12:00,Tuesday
Technology and Environment 2A: Building Environment,Lecture,12:00,Tuesday
Greek 1A,Lecture,12:00,Tuesday
Animal Diversity and Evolution 3,Lecture,12:00,Tuesday
Invitation to Sociology,Tutorial,12:00,Tuesday
Accountancy 1A,Tutorial,12:00,Tuesday
Experimental Economics,Lecture,12:00,Tuesday
Mapping Health and Illness Across Societies,Tutorial,12:00,Tuesday
Contemporary Issues in Health and Wellbeing,Lecture,12:00,Tuesday
Animal Cognition and Consciousness,Practical,12:00,Tuesday
Outdoor and Environmental Education Praxis,Workshop,12:00,Tuesday
French 2 Literature and Culture,Tutorial,12:00,Tuesday
Introduction to Qualitative Research,Tutorial,12:00,Tuesday
Molecular Ecology,Lecture,12:00,Tuesday
Foundations in Global Security,Tutorial,12:00,Tuesday
Health Promotion,Lecture,12:00,Tuesday
Programming Languages for HPC,Lecture,12:00,Tuesday
Physical Culture: Philosophical and Sociological Perspectives 1,Practical,12:00,Tuesday
Anthropology in Practice,Lecture,12:00,Tuesday
Applied Hydrogeology and Near Surface Geophysics,Practical,12:00,Tuesday
Segmentation: Evolution and Development,Lecture,12:00,Tuesday
Our Changing World,Lecture,12:00,Tuesday
Architectural Design: Elements,Tutorial,13:00,Tuesday
Landscape architecture design: Context and Grounding,Tutorial,13:00,Tuesday
Anatomy of the head and neck,Practical,13:00,Tuesday
Organisational Behaviour 2,Tutorial,13:00,Tuesday
Business Research Methods I: Introduction to Data Analysis,Tutorial,13:00,Tuesday
Psychological Well-being and Business,Tutorial,13:00,Tuesday
Planning for a start-up,Tutorial,13:00,Tuesday
Professional & Clinical Skills (1),Practical,13:00,Tuesday
The Animal Body (3),Practical,13:00,Tuesday
Animal Life & Food Safety 1,Practical,13:00,Tuesday
Clinical Foundation Course (Yr 3),Practical,13:00,Tuesday
Integrated Clinical Course: Farm Animal,Practical,13:00,Tuesday
Veterinary Public Health,Lecture,13:00,Tuesday
Veterinary Public Health,Practical,13:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,13:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,13:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,13:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,13:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,13:00,Tuesday
Social Theory and Outdoor Education,Workshop,13:00,Tuesday
Human Geography,Tutorial,13:00,Tuesday
The Historian's Toolkit,Tutorial,13:00,Tuesday
Themes in Modern European History,Lecture,13:00,Tuesday
Family Law (Ordinary),Tutorial,13:00,Tuesday
Property Law (Ordinary),Tutorial,13:00,Tuesday
Professional Skills and Responsibility,Practical,13:00,Tuesday
Whole body health 1,Lecture,13:00,Tuesday
Whole Body Health 2,Lecture,13:00,Tuesday
Year 4 - Process of Care 1,Tutorial,13:00,Tuesday
Year 4 - Process of Care 1,Practical,13:00,Tuesday
Year 5 - Process of Care 2,Tutorial,13:00,Tuesday
Year 6 - Preparation for Practice,Practical,13:00,Tuesday
Review of Neuroscience,Lecture,13:00,Tuesday
Mental Health: Life Sciences and Nursing Care 2,Practical,13:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,13:00,Tuesday
Life Sciences and Nursing Care,Practical,13:00,Tuesday
Research Skills in the Social Sciences: Data Collection,Workshop,13:00,Tuesday
Morality and Value,Tutorial,13:00,Tuesday
Introductory Dynamics,Tutorial,13:00,Tuesday
Comparative Politics in a Globalized World,Tutorial,13:00,Tuesday
Comparative Politics in a Globalized World,Lecture,13:00,Tuesday
Politics in a Changing World: An Introduction for non-specialists,Tutorial,13:00,Tuesday
Politics and International Relations 1A: Concepts and Debates,Tutorial,13:00,Tuesday
Introduction to Social Anthropology,Tutorial,13:00,Tuesday
Clinical Psychology 1,Tutorial,13:00,Tuesday
Clinical Psychology 2,Tutorial,13:00,Tuesday
Performance Costume 2A: Costume and Set Design for Performance,Workshop,13:00,Tuesday
Applied Ecology and Evolution,Lecture,13:00,Tuesday
"International Development, Aid and Humanitarianism",Tutorial,13:00,Tuesday
Biology 1A: Variation,Workshop,13:00,Tuesday
Biology 2B: Genetics and Evolution,Practical,13:00,Tuesday
International Business: Globalisation and Trade 2A,Tutorial,13:00,Tuesday
Professional & Clinical Skills GEP,Tutorial,13:00,Tuesday
Professional & Clinical Skills GEP,Lecture,13:00,Tuesday
Laboratory Techniques 1 Chemistry PGT,Workshop,13:00,Tuesday
Statistics For Finance,Lecture,13:00,Tuesday
Film and TV 2B: Visual Aesthetics in Cinema,Tutorial,13:00,Tuesday
Economics Honours Dissertation,Lecture,13:00,Tuesday
TESOL Methodology,Workshop,13:00,Tuesday
Jurisprudence,Tutorial,13:00,Tuesday
Introduction to Partial Differential Equations,Lecture,13:00,Tuesday
Understanding the Person: Life Sciences and Nursing Care 1,Practical,13:00,Tuesday
Quantitative Genetics,Lecture,13:00,Tuesday
MA Documentary Film Development,Tutorial,13:00,Tuesday
Literary Studies 1A,Tutorial,13:00,Tuesday
Contract and Unjustified Enrichment,Tutorial,13:00,Tuesday
Econometrics 1,Lecture,13:00,Tuesday
Introduction to Linear Algebra,Workshop,13:00,Tuesday
Immunology 3,Tutorial,13:00,Tuesday
The Nature of Geographical Knowledge,Tutorial,13:00,Tuesday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,13:00,Tuesday
Public Law and Individual Rights,Tutorial,13:00,Tuesday
"Mind, Matter and Language",Tutorial,13:00,Tuesday
Active Vision,Lecture,13:00,Tuesday
Sport Science 1A: Physiology & Skill Acquisition,Practical,13:00,Tuesday
Evolutionary and Ecological Genetics 3,Lecture,13:00,Tuesday
Physiology 3,Lecture,13:00,Tuesday
Emergency Medicine,Tutorial,13:00,Tuesday
Professional Issues (Level 10),Tutorial,13:00,Tuesday
Algorithms and Data Structures,Tutorial,13:00,Tuesday
Introduction to Quantum Computing,Lecture,13:00,Tuesday
Critical Analysis,Tutorial,13:00,Tuesday
Landscape Architecture Design 2A,Tutorial,13:00,Tuesday
Pathogen Biology 3,Workshop,13:00,Tuesday
Scientific Frontiers of Medicine,Lecture,13:00,Tuesday
Surgical Science,Lecture,13:00,Tuesday
