Module,Event,Time,Day
Common Mental Health Presentations,Lecture,13:00,Tuesday
Fashion Design 4a: Graduate Collection - Research and Design,Lecture,13:00,Tuesday
Making and Conceptualising Curriculum,Workshop,13:00,Tuesday
Psychology Tutorial Course,Tutorial,13:00,Tuesday
Cancer Biology and Medicine,Practical,13:00,Tuesday
Animal Life & Food Safety 2,Practical,13:00,Tuesday
Physical Education and Curriculum Pedagogy 3: National Awards,Lecture,13:00,Tuesday
Biology 1B: Life,Practical,13:00,Tuesday
Organising for Effectiveness (MBA),Tutorial,13:00,Tuesday
Performance Costume Graduate Design 4B,Workshop,13:00,Tuesday
Fundamentals of Data Management,Lecture,13:00,Tuesday
"What is Health?: Society, Culture and Health 1",Lecture,13:00,Tuesday
Imagining Anthropological Research,Tutorial,13:00,Tuesday
Themes in Scottish History since 1560,Tutorial,13:00,Tuesday
Trees of Life,Lecture,13:00,Tuesday
Astrobiology Theory,Lecture,13:00,Tuesday
Thermal Physics,Lecture,13:00,Tuesday
"Sport and Recreation: Performance Indicators, Measurement and Management 4B",Practical,13:00,Tuesday
History and Theory of Conservation,Lecture,13:00,Tuesday
Animal Cognition and Consciousness,Lecture,13:00,Tuesday
Professional Practice,Lecture,13:00,Tuesday
Place-Based Education and Outdoor Learning in the City.,Workshop,13:00,Tuesday
Outdoor and Environmental Education Praxis,Workshop,13:00,Tuesday
International HRM Policies and Practices,Lecture,13:00,Tuesday
Physics of Extreme Environments,Lecture,13:00,Tuesday
Chinese Politics,Tutorial,13:00,Tuesday
Principles of Data Analytics,Lecture,13:00,Tuesday
Philosophy of Well-Being,Tutorial,13:00,Tuesday
Mathematical Education,Lecture,13:00,Tuesday
Parasitic Diseases of Veterinary and Public Health Importance,Lecture,13:00,Tuesday
Intellectual Property in the Creative Industries,Lecture,13:00,Tuesday
Introduction to Models of Disease - Bioscience and Ethics,Lecture,13:00,Tuesday
Ideology and social problems,Workshop,13:00,Tuesday
Human Resource Management In Context,Lecture,13:00,Tuesday
Introduction to Business Analytics,Tutorial,13:00,Tuesday
Evolution and Ecology of Ageing,Lecture,13:00,Tuesday
Research Skills in Health Sciences,Lecture,13:00,Tuesday
Cancer Care,Lecture,13:00,Tuesday
"Between Counselling and Research 1: Approaches, Issues and Debates (L12)",Lecture,13:00,Tuesday
Research Planning and Management in the GeoSciences,Lecture,13:00,Tuesday
PGDE Secondary Curriculum and Pedagogy,Lecture,14:00,Tuesday
Psychological Well-being and Business,Tutorial,14:00,Tuesday
Planning for a start-up,Tutorial,14:00,Tuesday
The Animal Body (1),Tutorial,14:00,Tuesday
The Animal Body (1),Lecture,14:00,Tuesday
The Animal Body (3),Lecture,14:00,Tuesday
The Animal Body (3),Practical,14:00,Tuesday
Veterinary Pathology,Lecture,14:00,Tuesday
Integrated Clinical Course: Farm Animal,Lecture,14:00,Tuesday
Professional & Clinical Skills 4,Practical,14:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,14:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,14:00,Tuesday
Psychological Skills Placement,Lecture,14:00,Tuesday
Organisational Behaviour,Lecture,14:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,14:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,14:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,14:00,Tuesday
Curriculum Plus 1 (Primary Specialisms),Tutorial,14:00,Tuesday
Social Theory and Outdoor Education,Workshop,14:00,Tuesday
"Literary Studies 2A: English Literature in the World, 1380-1788",Tutorial,14:00,Tuesday
Human Geography,Tutorial,14:00,Tuesday
Project Design and Literature Analysis,Lecture,14:00,Tuesday
The Historian's Toolkit,Tutorial,14:00,Tuesday
Themes in Modern European History,Tutorial,14:00,Tuesday
Introduction to Historiography,Tutorial,14:00,Tuesday
Informatics 1 - Introduction to Computation,Lecture,14:00,Tuesday
Linguistics and English Language 1A,Tutorial,14:00,Tuesday
Family Law (Ordinary),Tutorial,14:00,Tuesday
Whole body health 1,Practical,14:00,Tuesday
Whole Body Health 2,Tutorial,14:00,Tuesday
Whole Body Health 2,Lecture,14:00,Tuesday
Year 4 - Process of Care 1,Tutorial,14:00,Tuesday
Year 4 - Process of Care 1,Practical,14:00,Tuesday
Year 6 - Preparation for Practice,Practical,14:00,Tuesday
Review of Neuroscience,Lecture,14:00,Tuesday
Mental Health: Life Sciences and Nursing Care 2,Practical,14:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,14:00,Tuesday
Life Sciences and Nursing Care,Tutorial,14:00,Tuesday
Life Sciences and Nursing Care,Practical,14:00,Tuesday
Research Skills in the Social Sciences: Data Collection,Workshop,14:00,Tuesday
Morality and Value,Tutorial,14:00,Tuesday
Politics in a Changing World: An Introduction for non-specialists,Tutorial,14:00,Tuesday
Politics and International Relations 1A: Concepts and Debates,Tutorial,14:00,Tuesday
Politics and International Relations 1A: Concepts and Debates,Lecture,14:00,Tuesday
Politics of the Middle East,Tutorial,14:00,Tuesday
Psychology 1A,Tutorial,14:00,Tuesday
Introduction to Social Anthropology,Tutorial,14:00,Tuesday
Scottish Studies 1A: Conceptualising Scotland,Lecture,14:00,Tuesday
Sustainable Development 1a: Introducing Sustainable Development,Tutorial,14:00,Tuesday
Sociology 2a: Thinking Sociologically,Tutorial,14:00,Tuesday
Comparative Social Policy: Global Perspectives,Tutorial,14:00,Tuesday
Comparative Social Policy: Global Perspectives,Lecture,14:00,Tuesday
Population Health and Health Policy,Tutorial,14:00,Tuesday
Clinical Psychology 1,Tutorial,14:00,Tuesday
Clinical Psychology 2,Tutorial,14:00,Tuesday
Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),Tutorial,14:00,Tuesday
Developing as a Strategic Educational Leader,Lecture,14:00,Tuesday
Neurodegeneration and Regeneration,Lecture,14:00,Tuesday
Ancient History 2a: Past and Present in the Ancient World,Tutorial,14:00,Tuesday
Urbanism and the City: Past to Present,Tutorial,14:00,Tuesday
Biology 1A: Variation,Lecture,14:00,Tuesday
Biology 1A: Variation,Practical,14:00,Tuesday
Biology 2B: Genetics and Evolution,Workshop,14:00,Tuesday
International Business: Globalisation and Trade 2A,Tutorial,14:00,Tuesday
Laboratory Techniques 1 Chemistry PGT,Workshop,14:00,Tuesday
Translation Studies 1,Tutorial,14:00,Tuesday
Film Theory,Tutorial,14:00,Tuesday
Statistics For Finance,Tutorial,14:00,Tuesday
Graphic Design 2A: Applied Graphic Design,Tutorial,14:00,Tuesday
FTV 3A: Experimentation in Short Film,Workshop,14:00,Tuesday
"Mathematics, Statistics and Econometrics",Lecture,14:00,Tuesday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,14:00,Tuesday
"History of Art 2A Reason, Romance, Revolution: Art from 1700 to 1900",Tutorial,14:00,Tuesday
International Law Ordinary (semester 1),Tutorial,14:00,Tuesday
Jurisprudence,Tutorial,14:00,Tuesday
Understanding the Person: Life Sciences and Nursing Care 1,Practical,14:00,Tuesday
Quantitative Genetics,Lecture,14:00,Tuesday
Theories of International Relations,Tutorial,14:00,Tuesday
Research Design in Politics and International Relations,Tutorial,14:00,Tuesday
Research Design in Politics and International Relations,Lecture,14:00,Tuesday
Animal models and genomic modification for One Health Models of Disease,Lecture,14:00,Tuesday
Japanese 4 Oral,Tutorial,14:00,Tuesday
Conception to Parturition,Tutorial,14:00,Tuesday
Creating Edinburgh: The Interdisciplinary City,Tutorial,14:00,Tuesday
Literary Studies 1A,Tutorial,14:00,Tuesday
Contract and Unjustified Enrichment,Tutorial,14:00,Tuesday
Astrophysics: Stars and Planets,Lecture,14:00,Tuesday
Topics in Microeconomics,Tutorial,14:00,Tuesday
Oral for French,Tutorial,14:00,Tuesday
Elements of Programming Languages,Tutorial,14:00,Tuesday
Scottish Legal System,Tutorial,14:00,Tuesday
Professional & Clinical Skills (3),Practical,14:00,Tuesday
Fundamental Methods in Geography,Practical,14:00,Tuesday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,14:00,Tuesday
Public Law and Individual Rights,Tutorial,14:00,Tuesday
Entrepreneurship in the Mathematical Sciences,Workshop,14:00,Tuesday
Anatomy and Pathology 2,Tutorial,14:00,Tuesday
"Mind, Matter and Language",Tutorial,14:00,Tuesday
"Mind, Matter and Language",Lecture,14:00,Tuesday
Professional Issues (Level 10),Tutorial,14:00,Tuesday
Introduction to Quantum Computing,Tutorial,14:00,Tuesday
Detectors in Particle & Nuclear Physics,Lecture,14:00,Tuesday
Fourier Analysis and Statistics,Lecture,14:00,Tuesday
Critical Analysis,Tutorial,14:00,Tuesday
Landscape Architecture Design 2A,Tutorial,14:00,Tuesday
Introduction to Applied Animal Behaviour and Animal Welfare,Lecture,14:00,Tuesday
Principles of Finance,Tutorial,14:00,Tuesday
Introduction to Corporate Finance,Tutorial,14:00,Tuesday
Professional Development (MBA),Workshop,14:00,Tuesday
Strategic Leadership (MBA),Workshop,14:00,Tuesday
Fashion Design 4a: Graduate Collection - Research and Design,Lecture,14:00,Tuesday
Making and Conceptualising Curriculum,Workshop,14:00,Tuesday
Creative Markets,Lecture,14:00,Tuesday
Reading Theory 1,Workshop,14:00,Tuesday
Historical Skills and Methods I,Workshop,14:00,Tuesday
Modern Physics,Lecture,14:00,Tuesday
Psychology Tutorial Course,Tutorial,14:00,Tuesday
Development and Disease,Lecture,14:00,Tuesday
Primary Care,Lecture,14:00,Tuesday
Design Exploration (Illustration),Workshop,14:00,Tuesday
Architectural History 1A: Introduction to World Architecture,Tutorial,14:00,Tuesday
Marketing,Tutorial,14:00,Tuesday
Beginnings in Counselling Practice,Lecture,14:00,Tuesday
Illustration 1A: Introduction to Illustration 1,Workshop,14:00,Tuesday
Performance Costume 3A: Costume in Action,Workshop,14:00,Tuesday
Performance Costume Graduate Design 4A,Tutorial,14:00,Tuesday
Financial Markets and Investment,Lecture,14:00,Tuesday
Greek 1A,Lecture,14:00,Tuesday
Themes in Scottish History since 1560,Tutorial,14:00,Tuesday
Themes in Epistemology,Tutorial,14:00,Tuesday
Research Methods in Physics,Workshop,14:00,Tuesday
Social Policy and Society,Tutorial,14:00,Tuesday
Informatics Research Review,Tutorial,14:00,Tuesday
Animal Diversity and Evolution 3,Lecture,14:00,Tuesday
Animal Diversity and Evolution 3,Practical,14:00,Tuesday
Programming and Data Analysis,Workshop,14:00,Tuesday
Invitation to Sociology,Tutorial,14:00,Tuesday
Molecular Microbiology 3,Practical,14:00,Tuesday
Accountancy 1A,Tutorial,14:00,Tuesday
Advanced Cosmology,Lecture,14:00,Tuesday
Mapping Health and Illness Across Societies,Tutorial,14:00,Tuesday
Social Anthropology 2: Key Concepts,Tutorial,14:00,Tuesday
Behavioural Finance and Market Efficiency,Tutorial,14:00,Tuesday
History and Theory of Conservation,Lecture,14:00,Tuesday
Situating landscape architectural theory,Tutorial,14:00,Tuesday
Situating landscape architectural theory,Lecture,14:00,Tuesday
Animal Cognition and Consciousness,Practical,14:00,Tuesday
Cardiovascular Pharmacology & Therapeutics,Tutorial,14:00,Tuesday
Place-Based Education and Outdoor Learning in the City.,Workshop,14:00,Tuesday
Dimensions of Teaching,Workshop,14:00,Tuesday
French 2 Literature and Culture,Tutorial,14:00,Tuesday
MA FINE ART 4 STUDIO AND RESEARCH,Tutorial,14:00,Tuesday
"Design, Play and Games",Workshop,14:00,Tuesday
Film Medicine,Lecture,14:00,Tuesday
Research Methods in Econometrics,Lecture,14:00,Tuesday
Human Rights and Social Justice: social work and the law,Tutorial,14:00,Tuesday
Key Methods in Human Geography,Workshop,14:00,Tuesday
Health Promotion,Lecture,14:00,Tuesday
The Economics of Cities and Regions,Lecture,14:00,Tuesday
Experimental Immunology,Lecture,14:00,Tuesday
Fashion Design 1A: The Fundamentals of Fashion,Tutorial,14:00,Tuesday
Critical Topics in Intercultural Communication Studies,Workshop,14:00,Tuesday
Creative Writing Core Course 1,Workshop,14:00,Tuesday
Soil Science Concepts and Application,Lecture,14:00,Tuesday
Human Evolutionary Genomics,Lecture,14:00,Tuesday
Principles of Marketing Management,Lecture,14:00,Tuesday
FTV 4C: Professional Practice in Filmmaking,Tutorial,14:00,Tuesday
Practical Geochemistry and Data Analysis,Lecture,14:00,Tuesday
Academic Surgery,Lecture,14:00,Tuesday
Analogue Circuits 3,Lecture,14:00,Tuesday
Global Public Health: A critical approach to health improvement,Lecture,14:00,Tuesday
Nations and Nationalism,Tutorial,14:00,Tuesday
Planning & Instruction for Performance,Lecture,14:00,Tuesday
Principles of Industrial Biotechnology,Practical,14:00,Tuesday
Technological Infrastructures for GIS,Lecture,14:00,Tuesday
Towards A Decolonised Approach to Psychology & Language,Lecture,14:00,Tuesday
Strength and Conditioning for Specific Populations,Lecture,14:00,Tuesday
Evolution and Ecology of Ageing,Lecture,14:00,Tuesday
Fundamentals of Infrastructure Finance,Lecture,14:00,Tuesday
Criminal Court Practice,Lecture,14:00,Tuesday
Criminal Court Practice,Workshop,14:00,Tuesday
Host-pathogen interactions in Infectious Disease,Tutorial,14:00,Tuesday
Frameworks to assess Food Security,Lecture,14:00,Tuesday
Biomedical Sciences 3,Practical,14:00,Tuesday
Sport Science (Dissertation) 4,Lecture,14:00,Tuesday
Geophysical Data Science,Lecture,14:00,Tuesday
Advanced Financial Accounting,Lecture,15:00,Tuesday
"The Transformation of the Roman World, ca. 300-800: Towards Byzantium and the Early Medieval West",Tutorial,15:00,Tuesday
"The Transformation of the Roman World, ca. 300-800: Towards Byzantium and the Early Medieval West",Lecture,15:00,Tuesday
Architectural Design: In Place,Tutorial,15:00,Tuesday
Landscape architecture design: Context and Grounding,Lecture,15:00,Tuesday
Presentation: Methods & Context 3,Workshop,15:00,Tuesday
Population and Community Ecology 3,Practical,15:00,Tuesday
Business Research Methods I: Introduction to Data Analysis,Lecture,15:00,Tuesday
Global Challenges for Business,Tutorial,15:00,Tuesday
Psychological Well-being and Business,Tutorial,15:00,Tuesday
Decision Analytics,Lecture,15:00,Tuesday
The Animal Body (1),Practical,15:00,Tuesday
Professional & Clinical Skills (1),Tutorial,15:00,Tuesday
The Animal Body (3),Practical,15:00,Tuesday
Veterinary Pathology,Lecture,15:00,Tuesday
Integrated Clinical Course: Farm Animal,Practical,15:00,Tuesday
Professional & Clinical Skills 4,Practical,15:00,Tuesday
Biological Chemistry 1A,Tutorial,15:00,Tuesday
The Greek World 1A: Greece in the Making,Tutorial,15:00,Tuesday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,15:00,Tuesday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,15:00,Tuesday
Psychological Skills Placement,Lecture,15:00,Tuesday
Organisational Behaviour,Lecture,15:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,15:00,Tuesday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,15:00,Tuesday
Fashion 4C: Design Book - Professional Positioning for Industry,Tutorial,15:00,Tuesday
Fashion 4C: Design Book - Professional Positioning for Industry,Lecture,15:00,Tuesday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Lecture,15:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Lecture,15:00,Tuesday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,15:00,Tuesday
Social Theory and Outdoor Education,Workshop,15:00,Tuesday
"Literary Studies 2A: English Literature in the World, 1380-1788",Tutorial,15:00,Tuesday
"Literary Studies 2A: English Literature in the World, 1380-1788",Lecture,15:00,Tuesday
Human Geography,Tutorial,15:00,Tuesday
Global Change,Tutorial,15:00,Tuesday
Project Design and Literature Analysis,Lecture,15:00,Tuesday
The Historian's Toolkit,Tutorial,15:00,Tuesday
Themes in Modern European History,Tutorial,15:00,Tuesday
Introduction to Historiography,Tutorial,15:00,Tuesday
Modern Middle Eastern History A: Domestic Transformation and International Challenges,Tutorial,15:00,Tuesday
Informatics 1 - Introduction to Computation,Tutorial,15:00,Tuesday
Case Studies in Design Informatics 1,Tutorial,15:00,Tuesday
Linguistics and English Language 1A,Tutorial,15:00,Tuesday
Linguistics and English Language 1A,Lecture,15:00,Tuesday
Property Law (Ordinary),Tutorial,15:00,Tuesday
Introduction to Data Science,Workshop,15:00,Tuesday
Whole body health 1,Tutorial,15:00,Tuesday
Whole body health 1,Lecture,15:00,Tuesday
Whole Body Health 2,Workshop,15:00,Tuesday
Whole Body Health 2,Practical,15:00,Tuesday
Year 4 - Process of Care 1,Workshop,15:00,Tuesday
Year 4 - Process of Care 1,Practical,15:00,Tuesday
Review of Neuroscience,Lecture,15:00,Tuesday
Mental Health: Life Sciences and Nursing Care 2,Practical,15:00,Tuesday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,15:00,Tuesday
Life Sciences and Nursing Care,Practical,15:00,Tuesday
Marine Ecosystems and Policies,Lecture,15:00,Tuesday
Research Skills in the Social Sciences: Data Collection,Workshop,15:00,Tuesday
Energy in the Global South,Tutorial,15:00,Tuesday
Morality and Value,Tutorial,15:00,Tuesday
Physics and Mathematics for Direct Entry,Lecture,15:00,Tuesday
Politics in a Changing World: An Introduction for non-specialists,Tutorial,15:00,Tuesday
Politics and International Relations 1A: Concepts and Debates,Tutorial,15:00,Tuesday
Politics of the Middle East,Tutorial,15:00,Tuesday
Europe and International Migration,Tutorial,15:00,Tuesday
Psychology 1A,Tutorial,15:00,Tuesday
Psychology Mini-Dissertation,Tutorial,15:00,Tuesday
Psychology Mini-Dissertation,Lecture,15:00,Tuesday
Introduction to Social Anthropology,Tutorial,15:00,Tuesday
Scottish Studies 1A: Conceptualising Scotland,Tutorial,15:00,Tuesday
Sustainable Development 1a: Introducing Sustainable Development,Tutorial,15:00,Tuesday
Sociology 2a: Thinking Sociologically,Tutorial,15:00,Tuesday
